ID,Namespace,Type,Member
7f9d0014cf0fffc6eec9cea34294137f,Microsoft.EntityFrameworkCore.Scaffolding,IProviderCodeGeneratorPlugin,
a073b440b59c094b80bdacd68641388f,Microsoft.EntityFrameworkCore.Scaffolding,IProviderCodeGeneratorPlugin,GenerateProviderOptions()
9b16e859947d5120b2bf4c39952c853a,Microsoft.EntityFrameworkCore.Scaffolding,IProviderCodeGeneratorPlugin,GenerateContextOptions()
0738bd9bb12e9643013bd27918c06681,Microsoft.EntityFrameworkCore.Scaffolding,IProviderConfigurationCodeGenerator,GenerateProviderOptions()
ab48f2d2e38df2f04196da2e41caeed5,Microsoft.EntityFrameworkCore.Scaffolding,IProviderConfigurationCodeGenerator,"GenerateUseProvider(String, MethodCallCodeFragment)"
b4cb52342337b66e364d2d9e73548c1a,Microsoft.EntityFrameworkCore.Scaffolding,IProviderConfigurationCodeGenerator,GenerateContextOptions()
38a3122630a1a028a7d9e2604ca8f797,Microsoft.EntityFrameworkCore.Scaffolding,ProviderCodeGenerator,GenerateProviderOptions()
60d96efaab5b40aa0d4a24471592ca5a,Microsoft.EntityFrameworkCore.Scaffolding,ProviderCodeGenerator,"GenerateUseProvider(String, MethodCallCodeFragment)"
730902622358ae971f41293faa2fc966,Microsoft.EntityFrameworkCore.Scaffolding,ProviderCodeGenerator,GenerateContextOptions()
1290d6dd18c14d6bf3623d373575b7c5,Microsoft.EntityFrameworkCore.Scaffolding,ProviderCodeGeneratorDependencies,ProviderCodeGeneratorDependencies(IEnumerable<IProviderCodeGeneratorPlugin>)
107457492f09414392728f9043cbf2f4,Microsoft.EntityFrameworkCore.Scaffolding,ProviderCodeGeneratorDependencies,Plugins
bd465055b4348abac177fcfb5d4c116c,Microsoft.EntityFrameworkCore.Scaffolding,ProviderCodeGeneratorDependencies,Plugins.get
034dfd01b8ec0e214a98803d27150d76,Microsoft.EntityFrameworkCore.Scaffolding,ProviderCodeGeneratorDependencies,With(IEnumerable<IProviderCodeGeneratorPlugin>)
8123dc102cf047651750a4bb9f8ffaf3,Microsoft.EntityFrameworkCore.Scaffolding,ProviderCodeGeneratorPlugin,
f8fc745e6ec331c0dafb9e039dbaf44e,Microsoft.EntityFrameworkCore.Scaffolding,ProviderCodeGeneratorPlugin,GenerateContextOptions()
372630b9bd397088743a5b4fcb28a348,Microsoft.EntityFrameworkCore.Scaffolding,ProviderCodeGeneratorPlugin,GenerateProviderOptions()
9947a0d0c2d6e3197a4b5f6f0441d947,Microsoft.EntityFrameworkCore.Scaffolding,ProviderCodeGeneratorPlugin,ProviderCodeGeneratorPlugin()
9c384d43f830b5fe5b6e4bd968129186,Microsoft.EntityFrameworkCore.Query,AsyncGearsOfWarQueryTestBase<TFixture>,Sum_with_no_data_nullable_double()
62f36ad357fdd1976e3799f1d738509a,Microsoft.EntityFrameworkCore.Query,AsyncGearsOfWarQueryTestBase<TFixture>,GroupBy_Select_sum()
cb232864c20d1cb09fd6403036b61b99,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Entity_equality_empty(Boolean)
e4786dfaa44612d3e406996ae92f1168,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Key_equality_when_sentinel_ef_property(Boolean)
1bac8a52ddebabf4276b77518adb2bda,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Key_equality_using_property_method_required(Boolean)
3b42afa6cf1e6f8dd42e311877d42093,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Key_equality_using_property_method_required2(Boolean)
fc98d1245512d2d313a6343dbd88b728,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Key_equality_using_property_method_nested(Boolean)
0db97dfc1e09c3709e245c1c5b8d9d9d,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Key_equality_using_property_method_nested2(Boolean)
120b7aa50529bd416520c5bc8085b86f,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Key_equality_using_property_method_and_member_expression1(Boolean)
157d8b92ee23e5341580e0753ae23c35,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Key_equality_using_property_method_and_member_expression2(Boolean)
8c84e4b60d3613524c386bf1db215bd2,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Key_equality_using_property_method_and_member_expression3(Boolean)
cd4bb7596cb8b2fc09583dfb95d2f82f,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Key_equality_navigation_converted_to_FK(Boolean)
1e3b8c0bbe1504b9e9e1d0536416fb70,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Key_equality_two_conditions_on_same_navigation(Boolean)
c23f52b6cc8929013079e58455ab775a,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Key_equality_two_conditions_on_same_navigation2(Boolean)
b42e9d353e4c058447739dd44475f27a,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Multi_level_include_one_to_many_optional_and_one_to_many_optional_produces_valid_sql(Boolean)
95c92505729fb53649dd9d9f6a2c7d62,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Multi_level_include_correct_PK_is_chosen_as_the_join_predicate_for_queries_that_join_same_table_multiple_times(Boolean)
a5db4141118db8b3476c7189c9e0836d,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Join_navigation_key_access_optional(Boolean)
d1737150560604601f939af071d42b6d,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Join_navigation_key_access_required(Boolean)
33b20be385aa7ccdd623b1577b054c55,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Navigation_key_access_optional_comparison(Boolean)
5a45d1ca293a18ba2f869cc2f63f84cb,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Simple_level1_include(Boolean)
a097f88ae7d1cdc58f5f4fbd71b93595,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Simple_level1(Boolean)
1ac2da42f2e4ab4cd39bd5e477f8ba75,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Simple_level1_level2_include(Boolean)
13ab90c609e6e69bf493c0455cc0861a,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Simple_level1_level2_GroupBy_Count(Boolean)
82a3268751f549adaf03fd218601bff4,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Simple_level1_level2_GroupBy_Having_Count(Boolean)
5de2ffa6383f5d634326643c8876ca39,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Simple_level1_level2_level3_include(Boolean)
62741ffea92dac6a1363dfeaad15fb98,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Navigation_key_access_required_comparison(Boolean)
989ae0fe045914245aac4037f366a1d7,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Navigation_inside_method_call_translated_to_join(Boolean)
c17f7a36d2c1380472d37ed56aeb4253,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Navigation_inside_method_call_translated_to_join2(Boolean)
746db87227e626d458f2950225bebad5,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Optional_navigation_inside_method_call_translated_to_join(Boolean)
a552c6beed5fa5d0d96fc3822084037b,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Optional_navigation_inside_property_method_translated_to_join(Boolean)
442c275672f1bc0ebb33d61a9d92323d,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Optional_navigation_inside_nested_method_call_translated_to_join(Boolean)
8fd02aab9520c3d2bebd5c9e8402abfb,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Method_call_on_optional_navigation_translates_to_null_conditional_properly_for_arguments(Boolean)
7d533956e1f9e8c18de4649a655dbcb9,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Optional_navigation_inside_method_call_translated_to_join_keeps_original_nullability(Boolean)
5581cce07d1e0b450d38cb9d59a44eb5,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Optional_navigation_inside_nested_method_call_translated_to_join_keeps_original_nullability(Boolean)
01e54fe28dad224d37f6decdb0c52115,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Optional_navigation_inside_nested_method_call_translated_to_join_keeps_original_nullability_also_for_arguments(Boolean)
31e36810b96680694631a45dd3e2c52a,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Join_navigation_in_outer_selector_translated_to_extra_join(Boolean)
47387d195cdda43c4123fbee8e102969,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Join_navigation_in_outer_selector_translated_to_extra_join_nested(Boolean)
2e272a009e161a8f79745d62a833207c,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Join_navigation_in_outer_selector_translated_to_extra_join_nested2(Boolean)
4546e1419a0d5fb5ced72e7e65b878f6,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Join_navigation_in_inner_selector_translated_to_subquery(Boolean)
7b954366d0ec70a5273b7f1f753f61ea,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Join_navigations_in_inner_selector_translated_to_multiple_subquery_without_collision(Boolean)
a2874a85daf35b248aa3c1e8b5289989,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Join_navigation_translated_to_subquery_non_key_join(Boolean)
6ab22c398256c767542fde264ba99f10,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Join_with_orderby_on_inner_sequence_navigation_translated_to_subquery_non_key_join(Boolean)
1061891e0d240a6434df1cabdea99545,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Join_navigation_translated_to_subquery_self_ref(Boolean)
b0fedfcd81a301b46e39c22fa25004dd,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Join_navigation_translated_to_subquery_nested(Boolean)
7caf8fea42b66891d644b7b69a49215e,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Join_navigation_translated_to_subquery_nested2(Boolean)
3f204f81a1fda16ab9e36983151d114e,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Join_navigation_translated_to_subquery_deeply_nested_non_key_join(Boolean)
06c2c239c113c36f0d789dc2f2d6ad46,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Join_navigation_translated_to_subquery_deeply_nested_required(Boolean)
38b00f8980ffc3953d06bb37d34f714b,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Multiple_complex_includes(Boolean)
de2c52e6805f53f579ac428300adfbc7,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Multiple_complex_includes_self_ref(Boolean)
4b721fcbe97989b7b3a7cc7405201eec,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Multiple_complex_include_select(Boolean)
c69f46e6906bb260f5ce61ba4f2d6c63,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Select_nav_prop_collection_one_to_many_required(Boolean)
61421f76e9761efbb6edd396b7a257ed,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Select_nav_prop_reference_optional1(Boolean)
a85ba58b9d8e4f09a44960a4035b75bd,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Select_nav_prop_reference_optional1_via_DefaultIfEmpty(Boolean)
7f35604847defdf031f958fed42f719f,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Select_nav_prop_reference_optional2(Boolean)
43292764992782de47921ba37ef84834,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Select_nav_prop_reference_optional2_via_DefaultIfEmpty(Boolean)
6b9f212115c296781eb58eada65f5141,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Select_nav_prop_reference_optional3(Boolean)
464467175b5ecbe6a9692ac66bea91d3,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_nav_prop_reference_optional1(Boolean)
5cc59092eef6f3e5b7d357dfbe001139,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_nav_prop_reference_optional1_via_DefaultIfEmpty(Boolean)
a6285f1bb348b87a22d4bb264d88aa35,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_nav_prop_reference_optional2(Boolean)
7d6f9e9d7812bc6188387ff89dea9a22,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_nav_prop_reference_optional2_via_DefaultIfEmpty(Boolean)
8b157621ac9c8bb8088e6522ee04b8d2,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Select_multiple_nav_prop_reference_optional(Boolean)
f6e2fa7d6d4ce467cfd98de213055eb3,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_multiple_nav_prop_reference_optional_member_compared_to_value(Boolean)
5aae41885f1febf7609318e42f0da396,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_multiple_nav_prop_reference_optional_member_compared_to_null(Boolean)
88ed22b807505fbf52abaab54bf17262,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_multiple_nav_prop_reference_optional_compared_to_null1(Boolean)
95359fe47acadf4ec495208f48cf2e86,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_multiple_nav_prop_reference_optional_compared_to_null2(Boolean)
2f399affff08a1b93561d24b911ad759,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_multiple_nav_prop_reference_optional_compared_to_null3(Boolean)
79a4395470a6230b5465b78dbb5fa523,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_multiple_nav_prop_reference_optional_compared_to_null4(Boolean)
bb89d48d99863ea3138d123664071258,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_multiple_nav_prop_reference_optional_compared_to_null5(Boolean)
10117d948e957e5c25efa910ccb0100d,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Select_multiple_nav_prop_reference_required(Boolean)
f5cba48b4cd48ec99048237449ff2031,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Select_multiple_nav_prop_reference_required2(Boolean)
34ebd5475f9547b5e5b522cfc0193eef,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Select_multiple_nav_prop_optional_required(Boolean)
f0dce331ae0303f1570eb8a2e74159bb,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_multiple_nav_prop_optional_required(Boolean)
3e34f1927d19694ec539bcad93c8162a,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,SelectMany_navigation_comparison1(Boolean)
389a0031bece98ced80231b1fbd0277d,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,SelectMany_navigation_comparison2(Boolean)
d3b2125850300aa26456be58f5fe1093,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,SelectMany_navigation_comparison3(Boolean)
c1e35f32cb8539c2fefa1ec713f0daef,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_complex_predicate_with_with_nav_prop_and_OrElse1(Boolean)
e88d6e4a7d67610768740abac3d9ef2d,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_complex_predicate_with_with_nav_prop_and_OrElse2(Boolean)
2b790d6ae5ec7f6d96935331d43c8ad0,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_complex_predicate_with_with_nav_prop_and_OrElse3(Boolean)
9950f41dab9e7b051069e127d08df40c,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_complex_predicate_with_with_nav_prop_and_OrElse4(Boolean)
b1283dd80b95fd91dbad46b35d718290,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Complex_navigations_with_predicate_projected_into_anonymous_type(Boolean)
45e1a99ce635d0132b05984777154ed0,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Complex_navigations_with_predicate_projected_into_anonymous_type2(Boolean)
d6450df7b9a966cf9537466c2f18a4c0,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,OrderBy_nav_prop_reference_optional(Boolean)
c85ff2a6e95366b5ff7647d8a531e058,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,OrderBy_nav_prop_reference_optional_via_DefaultIfEmpty(Boolean)
86dade225610ae1c3e9f08c75ebd7b99,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Result_operator_nav_prop_reference_optional_Sum(Boolean)
f370cabb616c17124a907bc62423a977,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Result_operator_nav_prop_reference_optional_Min(Boolean)
532effd407716b792312b483d31f9fa0,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Result_operator_nav_prop_reference_optional_Max(Boolean)
b6b089fded29b9623ffdc14a081ba151,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Result_operator_nav_prop_reference_optional_Average(Boolean)
8ce1e73567acecf42d454fc93ec10119,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Result_operator_nav_prop_reference_optional_via_DefaultIfEmpty(Boolean)
35bc9f6ace001dc09370fb88fe40c15d,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Include_with_optional_navigation(Boolean)
d7e61238f2da000e3ad714aefe86d04d,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Include_nested_with_optional_navigation(Boolean)
9867c50b64cf79b165e131ee770221b6,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Include_with_groupjoin_skip_and_take(Boolean)
ec691aa57be6eb7ecb34feb0d8bf57be,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Join_flattening_bug_4539(Boolean)
9f6f51cd1370458cbd21dba49a20c61f,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Query_source_materialization_bug_4547(Boolean)
6b2bf3635639210f458ac1f6b400c3c8,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,SelectMany_navigation_property(Boolean)
0b2fb49f55c7bce253b7c724d5ac9f34,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,SelectMany_navigation_property_and_projection(Boolean)
2b8e1c12b4947f8768999efac121ee52,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,SelectMany_navigation_property_and_filter_before(Boolean)
a71d6c0799f1440021676784345deb21,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,SelectMany_navigation_property_and_filter_after(Boolean)
1e0ace2693020566d328525b84b472c8,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,SelectMany_nested_navigation_property_required(Boolean)
4261d67d13cf28dc10bead43473aff1b,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,SelectMany_nested_navigation_property_optional_and_projection(Boolean)
18fe091f456a1f896c5128de54830b0f,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Multiple_SelectMany_calls(Boolean)
cecbd782e380448548a54895867fe018,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,SelectMany_navigation_property_with_another_navigation_in_subquery(Boolean)
77d6c3d6f48f927a0d91bb6357908705,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_navigation_property_to_collection(Boolean)
d1bb31214c2e7581ef19e829260153dc,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_navigation_property_to_collection2(Boolean)
75df4918c05a3f28a5771465f8e0f4d8,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_navigation_property_to_collection_of_original_entity_type(Boolean)
39014659aa8f1c4bd699c40da98de26b,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Complex_multi_include_with_order_by_and_paging(Boolean)
26af5e2ad94023ca736d0ad1c80f6484,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Complex_multi_include_with_order_by_and_paging_joins_on_correct_key(Boolean)
3e1a3c54ccd69eacb70a5de4680d7e80,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Complex_multi_include_with_order_by_and_paging_joins_on_correct_key2(Boolean)
67c02d6fb5f0cd5341a5f68f65318511,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Multiple_include_with_multiple_optional_navigations(Boolean)
99e543e8e5e0d8ba2681c04f06cba8cc,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Correlated_subquery_doesnt_project_unnecessary_columns_in_top_level(Boolean)
ea1ef1cb4fd0e9afe1bd8578278655ab,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Correlated_subquery_doesnt_project_unnecessary_columns_in_top_level_join(Boolean)
40939cc0e32d33b54ccfdf9058eab13a,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Correlated_nested_subquery_doesnt_project_unnecessary_columns_in_top_level(Boolean)
2989905e00fbf6def26b7924ede65a5b,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Correlated_nested_two_levels_up_subquery_doesnt_project_unnecessary_columns_in_top_level(Boolean)
9187bbda37821c628c209134309203c3,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,GroupJoin_on_subquery_and_set_operation_on_grouping_but_nothing_from_grouping_is_projected(Boolean)
256b80f0a624cff33af811b9fcdd05cb,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,GroupJoin_on_complex_subquery_and_set_operation_on_grouping_but_nothing_from_grouping_is_projected(Boolean)
524655872357c5e224ccd89c18e654d0,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Null_protection_logic_work_for_inner_key_access_of_manually_created_GroupJoin1(Boolean)
2281fe836526ccfd5fbe8a491c3ab773,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Null_protection_logic_work_for_inner_key_access_of_manually_created_GroupJoin2(Boolean)
5f34d23b1e58d10ee74260656a263506,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Null_protection_logic_work_for_outer_key_access_of_manually_created_GroupJoin(Boolean)
da8bf94fc5875012e77c68c1307754cc,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,SelectMany_where_with_subquery(Boolean)
667c8b813b1775ddc75774e75dacd65e,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Order_by_key_of_projected_navigation_doesnt_get_optimized_into_FK_access1(Boolean)
8960b171773eb098066ad00d25d510b9,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Order_by_key_of_projected_navigation_doesnt_get_optimized_into_FK_access2(Boolean)
283e2b6185e7e5c51a26d459d0e435d5,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Order_by_key_of_projected_navigation_doesnt_get_optimized_into_FK_access3(Boolean)
99857eefc03192a510ca17a2a6c8b0e9,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Order_by_key_of_navigation_similar_to_projected_gets_optimized_into_FK_access(Boolean)
cab9424b4a515cf90ffd3f0f1fd5e28e,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Order_by_key_of_projected_navigation_doesnt_get_optimized_into_FK_access_subquery(Boolean)
f59d4c51a4a82889e902e20748b92df9,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Order_by_key_of_anonymous_type_projected_navigation_doesnt_get_optimized_into_FK_access_subquery(Boolean)
0d3ca703d534ccc946fbd0054addf8a3,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Optional_navigation_take_optional_navigation(Boolean)
32b8653f9aa452c02bf86d1390229b71,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Projection_select_correct_table_from_subquery_when_materialization_is_not_required(Boolean)
c2190c2da0eb0589bde63f079e6a920f,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Projection_select_correct_table_with_anonymous_projection_in_subquery(Boolean)
4eb9e3d63976c1bb8b70547f633c698b,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Projection_select_correct_table_in_subquery_when_materialization_is_not_required_in_multiple_joins(Boolean)
98dbdc8934f00a654aebd893f1e19863,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Where_predicate_on_optional_reference_navigation(Boolean)
cb87ca253c51bd3939882a11ef2cff1f,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,SelectMany_with_Include1(Boolean)
472f4a5174e8df948f340710c67c607c,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Orderby_SelectMany_with_Include1(Boolean)
2615d374f2f3c2dbe8c2b0abf10c2e2d,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,SelectMany_with_Include2(Boolean)
bddcd40442f36756660fd2d7b18774dc,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,SelectMany_with_Include_ThenInclude(Boolean)
7997845658949837ba1b84969aa15fe9,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,Multiple_SelectMany_with_Include(Boolean)
92345ce9cecf75a7e59391c4ee6f74b9,Microsoft.EntityFrameworkCore.Query,ComplexNavigationsQueryTestBase<TFixture>,SelectMany_with_string_based_Include1(Boolean)
